time,loss,ACC@1,ACC@5,Macro-R,Macro-P,Macro-F1
19.19444179534912,3.906639834245046,0.18936104218362285,0.3728481697348448,0.06781686117316034,0.017879862004019118,0.027043486461563165
17.962275505065918,3.737968539580321,0.1882366625310174,0.36928117217925877,0.0654757676630934,0.01759841117680402,0.02679894207018191
17.98113989830017,3.6818285828981643,0.20987127791563276,0.3854489762049455,0.07902065043326761,0.02544126695950894,0.03356181748414046
17.97506594657898,3.5773537281232004,0.20508297146401985,0.425790942632235,0.07140228574022658,0.021635821790289663,0.030257654147077297
17.969613075256348,3.48389158034936,0.20930908808933005,0.45233017893937916,0.0800335772246916,0.029002329573488105,0.035853753473325804
17.998706102371216,3.384052430972075,0.2429629342431762,0.4738872509736281,0.10059924365611791,0.06101141806421367,0.06277752728841356
17.968019723892212,3.3166016004024406,0.28745347394540943,0.5184747209915748,0.13987511409823722,0.09333224230269345,0.09786635309587456
17.978312730789185,3.101742249268752,0.33791485732009924,0.5580218663582435,0.18582925216483157,0.13722215339202298,0.14323161871923276
17.97520685195923,2.955608103519831,0.3685251240694789,0.580858404819782,0.2176103721945724,0.1647538257266561,0.17363906856026656
17.99810528755188,2.8497812946637473,0.3740113213399504,0.5977628712470715,0.22363200501204153,0.16006598569484964,0.17060936526749598
17.984292030334473,2.748403271039327,0.39512251861042186,0.6007676789393792,0.23706045154584665,0.1800809373097509,0.18912955805914858
18.027681827545166,2.667614894035535,0.4125116315136476,0.6277140195553119,0.258998191450244,0.20373091209824562,0.21180886518612724
17.997150182724,2.583752602338791,0.4131901364764268,0.6603016440684979,0.2655211248249078,0.20933190668429358,0.21898294902527005
18.023051738739014,2.534481921257117,0.43773263027295284,0.6632095219997259,0.283817266848691,0.21808569290726348,0.23161373615798894
17.990585565567017,2.4415666460990906,0.46117013027295284,0.6842431758458798,0.31093500007723335,0.2493815346008398,0.26111593361109453
18.006916761398315,2.3880141323957687,0.45463709677419356,0.6915322576577847,0.30520077815851204,0.2555551815026493,0.2613307540396414
18.012233018875122,2.3310750264387865,0.49069478908188585,0.6987631825300363,0.3351218720428514,0.28372562502441795,0.29191676876703015
17.990983724594116,2.271226541354106,0.4786367866004963,0.7119455635547638,0.3235375256610359,0.2809536035279288,0.2852497880341994
17.980775117874146,2.2238014248701243,0.49368021091811415,0.7023301789393792,0.33723910826437437,0.2962369715217964,0.30007255427474966
17.986175775527954,2.172799899027898,0.5008335918114144,0.7209599866316869,0.33840496273064846,0.28653347241549076,0.29539705366829727
17.98063826560974,2.0825348710402465,0.5189012096774194,0.7342392985637372,0.3630021169738722,0.32520266108157664,0.32741978277251166
18.036179542541504,2.073243261147768,0.5219641749379652,0.7390082191962463,0.35767841935729966,0.3116125223461366,0.31848316202841964
18.016844272613525,2.065392005137908,0.5224875930521091,0.7419936404778407,0.3668335864737063,0.3226857271930772,0.32999097250950793
18.02469253540039,2.0607281823952994,0.5237864454094293,0.7420711838282071,0.36891334060816444,0.3247763040099254,0.3308713707327003
17.999095916748047,2.055283411955222,0.5327427109181142,0.7456381825300363,0.3718796645234263,0.32953942446554413,0.33270635444369007
17.99132990837097,2.048670088633513,0.5273922146401986,0.7450759915205148,0.3759457813546229,0.32509403292893135,0.3343031799254629
18.026501417160034,2.04231685705674,0.5334406017369727,0.743893454854305,0.3733771769556812,0.3275684278099238,0.3353751947474315
18.003646850585938,2.0393434243324475,0.5363872518610422,0.7468401056069595,0.37777625982313207,0.3293664233684732,0.33640078466776335
18.02673029899597,2.0338744933788595,0.5296797456575683,0.7424976734014658,0.37495724276617337,0.3278583765689295,0.3357134402316487
18.00843596458435,2.0281665057708054,0.5309785980148883,0.7469176489573258,0.3712553019035871,0.32770020575441755,0.33441439090101344
