time,loss,ACC@1,ACC@5,Macro-R,Macro-P,Macro-F1
18.257553100585938,3.6082989519292656,0.185546875,0.404296875,0.06969294383509572,0.01910670712260289,0.028574928470268796
16.872583150863647,3.3952336611447635,0.177734375,0.3932291666666667,0.05288042383643237,0.011409518326562978,0.016813086645680583
16.879707098007202,3.271414735100486,0.17513020833333334,0.328125,0.053106058364841495,0.010405539781069558,0.01626962658008326
16.873415231704712,3.2126044860252967,0.21875,0.427734375,0.08667842757718384,0.04066122452988389,0.047810821816140686
16.861595392227173,3.1727993021478187,0.21223958333333334,0.4375,0.08354641802146333,0.03102355038353957,0.040841376577322036
16.86690354347229,3.127466265138213,0.232421875,0.4661458333333333,0.0967398494984118,0.04394619459139212,0.05347253542043156
16.887145519256592,3.0767077532681553,0.2265625,0.4759114583333333,0.09636688885489685,0.04493939280334602,0.05361538231611134
16.84647536277771,3.0247288250422977,0.20052083333333334,0.455078125,0.06868893344277326,0.027772250158023756,0.03497095413841151
16.872268676757812,2.918799340308129,0.2109375,0.447265625,0.08610498107176907,0.040149507777496846,0.04918169475225786
16.90033721923828,2.9459005902697157,0.24544270833333334,0.4713541666666667,0.1126051168311264,0.06458995697413887,0.07141244223016355
16.87909507751465,2.8261080621839403,0.24283854166666666,0.4700520833333333,0.11332183725534394,0.06523885363922129,0.07334201497346965
16.8756365776062,2.751644749741454,0.23763020833333334,0.51171875,0.12270305992574716,0.08689668690975545,0.08585891034448312
16.880781888961792,2.6554009414219357,0.3020833333333333,0.56640625,0.15563910729509792,0.10571637219289198,0.11580528531013023
16.886554956436157,2.5875780190621223,0.279296875,0.5859375,0.14347817387749648,0.11051487711743363,0.11493297622908705
16.895841598510742,2.4983656039604774,0.3001302083333333,0.609375,0.1635746447086936,0.10839245839695616,0.1190286740028827
16.902634620666504,2.4392661248053704,0.3522135416666667,0.6399739583333334,0.20482454549037257,0.15470840365578545,0.16191716237678752
16.894043445587158,2.3676159782009525,0.3352864583333333,0.6484375,0.1805530516624301,0.12851856574189446,0.13992297776057314
16.88980007171631,2.325911876204964,0.3033854166666667,0.6022135416666666,0.1744650381236811,0.12951114959941692,0.1332629226222388
16.90986394882202,2.2689969331234483,0.3411458333333333,0.62890625,0.1997065838292512,0.144713397330985,0.15532248836035678
16.904876947402954,2.230752101311317,0.2858072916666667,0.6048177083333334,0.146772834205968,0.11647006054814872,0.11816167154207578
16.913390398025513,2.1533795886940057,0.3717447916666667,0.666015625,0.22994027074713974,0.17665306290033667,0.18599695453326218
16.88240957260132,2.08855238160887,0.4069010416666667,0.6946614583333334,0.2568811709680017,0.1975760881092327,0.20832931460430157
